conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/isced-f/058,"inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0588,"inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to natural sciences, mathematics and statistics are classified here.",
SkillGroup,http://data.europa.eu/esco/isced-f/059,"natural sciences, mathematics and statistics not elsewhere classified",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0599,"natural sciences, mathematics and statistics not elsewhere classified",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/06,information and communication technologies (icts),,,released,2021-08-30T14:57:56.832Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/061,information and communication technologies (icts),,,released,2021-08-30T14:53:01.939Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0610,information and communication technologies (icts) not further defined,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0611,computer use,,,released,2020-12-09T11:43:41.996Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills","Computer use is the study of using computers and computer software and applications for different purposes. These programmes are generally of short duration.
Programmes and qualifications with the following main content are classified here:
Computer use
Use of software for calculating (spread sheets)
Use of software for data processing
Use of software for desk top publishing
Use of software for word processing
Use of Internet",
SkillGroup,http://data.europa.eu/esco/isced-f/0612,database and network design and administration,,,released,2021-04-14T10:20:03.249Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Database and network design and administration is the study of the design, maintenance and integration of software applications. Computer media applications are included.
Programmes and qualifications with the following main content are classified here:
Computer administration and management
Computer media applications
Computer network installation and maintenance
Database administrator studies
Information technology administration
Information technology security
Network administration
Network design
Web design",
SkillGroup,http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis,,,released,2021-04-06T14:39:29.928Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Software and applications development and analysis is the study of the design and development of computer systems and computing environments.
Programmes and qualifications with the following main content are classified here:
Computer programming
Computer science
Computer systems analysis
Computer systems design
Informatics
Operating systems
Programming languages development
Software development
Software programming

=== Exclusions
Computer engineering (hardware) is excluded from this detailed field and included in detailed field 0714 'Electronics and automation'.
Programmes and qualifications in using computer applications are excluded from this detailed field and included in detailed field 0611 'Computer use'. Database and network design and administration is excluded from this detailed field and included in detailed field 0612 'Database and network design and administration'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0619,information and communication technologies not elsewhere classified,,,released,2021-08-30T14:57:47.87Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Information technology studies not fitting in the detailed fields are classified here:
Artificial intelligence",
SkillGroup,http://data.europa.eu/esco/isced-f/068,inter-disciplinary programmes and qualifications involving information and communication technologies (icts),,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0688,inter-disciplinary programmes and qualifications involving information and communication technologies (icts),,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to information and communication technologies (ICTs) are classified here.,
SkillGroup,http://data.europa.eu/esco/isced-f/07,"engineering, manufacturing and construction",,,released,2022-01-13T15:06:40.148Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/070,"engineering, manufacturing and construction not further defined",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0700,"engineering, manufacturing and construction not further defined",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/071,engineering and engineering trades,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0710,engineering and engineering trades not further defined,,,released,2020-12-10T13:33:16.212Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0711,chemical engineering and processes,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f","Chemical engineering and processes is the study of planning, designing, and developing products and processes where chemical and physical changes occur. It includes designing chemical plants and control systems.
Programmes and qualifications with the following main content are classified here:
Chemical engineering
Chemical process engineering
Laboratory technology
Oil/gas/petrochemicals processing
Plant and machine operation (processing)
Process technology

=== Inclusions
Laboratory technology is included here if emphasis is not given to a specific application.

=== Exclusions
Laboratory technology is excluded from this detailed field if emphasis is given to a specific application (biological, medical, etc.) and is included under the appropriate detailed field (0914 etc.). Biotechnology is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.
Programmes and qualifications with emphasis on the production of a specific material are excluded from this detailed field (e.g. studies with emphasis on paper processing should be included in detailed field 0722 'Materials (glass, paper, plastic, wood)'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0712,environmental protection technology,,,released,2021-07-30T13:57:33.904Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Environmental protection technology is the study of processes in order to minimise discharge and waste and avoid pollution. It includes programmes dealing with control of water, air, soil etc.
Programmes and qualifications with the following main content are classified here:
Air pollution control
Ecological technology
Energy efficiency
Environmental engineering
Industrial discharge control
Noise pollution control
Recycling
Water pollution control

=== Exclusions
Programmes and qualifications dealing with hygienic standards in food, water etc. are excluded from this detailed field and included in detailed field 1021 'Community sanitation'.
Construction related to waste and water management is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0713,electricity and energy,,,released,2021-04-14T10:14:59.189Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Electricity and energy is the study of installing, maintaining, repairing and diagnosing faults in electrical wiring and related equipment in domestic, commercial and industrial establishments. Installation and maintenance of overhead and underground electrical power distribution networks is included. Energy is the study of energy generation.
Programmes and qualifications with the following main content are classified here:
Air-conditioning trades
Climate engineering
Electrical appliances repairing
Electrical engineering
Electrical fitting
Electrical power generation
Electrical trades
Energy studies
Gas distribution
Heating trades
Nuclear, hydraulic and thermal energy
Power line installation and maintenance
Power production
Refrigeration
Solar power
Wind turbines

=== Inclusions
The study of installing, diagnosing faults in and repairing heating, air-conditioning and refrigeration equipment is included here.

=== Exclusions
Study of vehicle electrical systems is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0714,electronics and automation,,,released,2020-12-10T13:41:26.68Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Electronics and automation is the study of planning, designing, developing maintaining and monitoring electronic equipment, machinery and systems. It includes designing computers and equipment for communication.
Programmes and qualifications with the following main content are classified here:
Broadcasting electronics
Communication systems
Communications equipment installation
Communications equipment maintenance
Computer engineering
Computer repairing
Control engineering
Data processing technology
Digital technology
Electronic engineering
Electronic equipment servicing
Network technology
Robotics
Telecommunications technology
Television and radio repairing

=== Exclusions
Computer science (Software and applications development) is excluded from this detailed field and included under 0613 'Software and applications development and analysis'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0715,mechanics and metal trades,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills","Mechanics and metal trades is the study of planning, designing, developing, producing, maintaining and monitoring machines, mechanical plants and systems and metal products. It includes designing and maintaining machines which produce goods and services. The focus of study in this detailed field is machines, mechanical systems and metal products.
Programmes and qualifications with the following main content are classified here:
Gunsmithing
Hydraulics
Locksmithing and safe repairing
Mechanical engineering
Mechanical trades
Metal casting and patternmaking
Metal fitting, turning and machining
Metallurgical engineering
Precision mechanics
Sheet metal working
Steel production
Tool and die making
Welding

=== Exclusions
The study of motor vehicle mechanics and engineering is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0716,"motor vehicles, ships and aircraft",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Motor vehicles, ships and aircraft is the study of designing, developing, producing, maintaining, diagnosing faults in, repairing and servicing motor vehicles, including earth moving equipment and agriculture machines, ships, trains and aircraft. Typical is the combination of studies in both metal structures and motors.
Programmes and qualifications with the following main content are classified here:
Aerospace engineering
Aircraft engineering
Aircraft maintenance
Automotive electrical systems
Automotive engineering
Avionics
Coachwork
Marine engineering
Motorcycle engineering
Panel beating
Shipbuilding
Train repair and maintenance
Vehicle building and repairing
Vehicle varnishing/spraying

=== Inclusions
Study of vehicle electrical systems is included here.

=== Exclusions
Study of producing and repairing non-motorised vehicles is excluded from this detailed field and included in 0715 'Mechanics and metal work' (e.g. bicycles) or 0722 'Materials (glass, paper, plastic, wood)' (e.g. non-motor boats).",
SkillGroup,http://data.europa.eu/esco/isced-f/0719,engineering and engineering trades not elsewhere classified,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Engineering studies not covered by other detailed fields are classified here:
Nanotechnology",
SkillGroup,http://data.europa.eu/esco/isced-f/072,manufacturing and processing,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0720,manufacturing and processing not further defined,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0721,food processing,,,released,2021-03-12T10:34:19.136Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f","Food processing is the study of processing and packaging of food and beverages, and the equipment and procedures used in the production and distribution of foods.
Programmes and qualifications with the following main content are classified here:
Baking
Beer brewing
Butchery
Confectionery
Dairy foods
Food and drink processing
Food preservation
Food science and technology
Meat processing
Pastry cooking
Tobacco processing
Wine production

=== Inclusions
Study of food handling and food hygiene is included here.

=== Exclusions
Restaurant and catering are excluded from this detailed field and included in detailed field 1013 'Hotel, restaurant and catering'.
Nutrition science is excluded from this detailed field and included in narrow field 051 'Biological and related sciences'.
0722 Materials (glass, paper, plastic and wood)
Materials is the study of the manufacturing of products in glass, paper, plastic, wood or other materials like stone, clay, artificial materials etc. Programmes and qualifications included in this detailed field have more to do with a specific material than general technical knowledge.
Programmes and qualifications with the following main content are classified here:
Boat building (non-motor)
Cabinet making
Carpentry (furniture)
Ceramics (industrial)
Furniture making
Glass working (industrial)
Industrial diamond production
Paper manufacturing and processing
Plastic manufacturing
Rubber processing
Timber technology
Wood machining and turning
Woodwork trades

=== Exclusions
Study of metal work is excluded from this detailed field and included in detailed field 0715 'Mechanics and metal trades'.
Study of building carpentry and joinery is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.
Study of chemical processing in general is excluded from this detailed field and included in detailed field 0711 'Chemical engineering and processes'.
Study of printing and bookbinding is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Handicrafts programmes (glass arts and crafts, woodcarving etc) are excluded from this detailed field and included in detailed field 0214 'Handicrafts'.
0723 Textiles (clothes, footwear and leather)
Textiles (clothes, footwear and leather) is the study of the manufacture of textiles, textile and leather products, clothing and related items, shoes and other forms of footwear.
Programmes and qualifications with the following main content are classified here:
Clothing trades
Dressmaking
Footwear making
Fur making
Garment production
Leather processing
Saddlery
Shoemaking
Skins and leather production
Spinning
Tailoring
Textile trades
Upholstery
Weaving (industrial)
Wool science

=== Exclusions
Handicrafts studies (weaving, embroidery etc.) are excluded from this detailed field and included in detailed field 0214 'Handicrafts'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0722,"materials (glass, paper, plastic and wood)",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0723,"textiles (clothes, footwear and leather)",,,released,2020-12-07T15:19:56.923Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0724,mining and extraction,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Mining and extraction is the study of assessing, planning, developing, and directing the extraction of minerals, oil and gas from the earth.
Programmes and qualifications with the following main content are classified here:
Coal mining
Mineral technology
Mining of minerals
Oil and gas drilling
Oil and gas extraction
Raw material extraction

=== Exclusions
Study of metallurgical engineering is excluded from this detailed field and included in 0715 'Mechanics and metal trades'
Study of geology is excluded from this detailed field and included in detailed field 0532 'Earth sciences'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0729,manufacturing and processing not elsewhere classified,,,released,2022-01-13T15:06:17.576Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/073,architecture and construction,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0730,architecture and construction not further defined,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0731,architecture and town planning,,,released,2021-07-30T13:48:13.569Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Architecture is the study of the art, science and techniques of building design. It encompasses both utilitarian ends - such as the soundness of the structure and the functional and economic efficiency of the building - and aesthetic considerations. Town planning is the study of the regulated growth and improvement of towns in both functional and aesthetical points of view.
Programmes and qualifications with the following main content are classified here:
Architectural urban design and planning
Architecture
Building design
Cartography/Land surveying
City planning
Community development
Landscape architecture
Structural architecture
Surveying
Town and country planning
Urban planning

=== Exclusions
Study of interior design is excluded from this detailed field and included in detailed field 0212 'Fashion, interior and industrial design'. Geomatics is excluded from this detailed field and included in detailed field 0532 'Earth science'.
The laying out and construction of parks and gardens is excluded from this detailed field and included in detailed field 0812 'Horticulture'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0732,building and civil engineering,,,released,2021-07-30T13:53:51.456Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Building is the study of the science, technology and techniques of assembling, erecting and maintaining public, commercial, industrial and residential structures and their fittings. Civil engineering is the study of planning, designing, testing and directing the construction of large scale buildings and structures, including systems for transport, water supply, sewage etc.
Programmes and qualifications with the following main content are classified here:
Bricklaying
Bridge construction
Building construction
Building engineering
Building technology
Carpentry and joinery (building)
Civil engineering
Construction equipment
Constructional metalwork (building)
Dock and harbour engineering
Floor and wall tiling
Floor covering
House building
Industrial abseiling (commercial)
Masonry and tile setting
Painting and wall covering
Plastering
Plumbing and pipefitting
Road building
Water engineering and technology
Water supply and sewerage engineering
Ventilation

=== Exclusions
Installation of electricity is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'. Similarly, installing and repairing of heating, air-conditioning and refrigeration equipment is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'.",
SkillGroup,http://data.europa.eu/esco/isced-f/078,"inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0788,"inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to engineering, manufacturing and construction are classified here.",
SkillGroup,http://data.europa.eu/esco/isced-f/079,"engineering, manufacturing and construction not elsewhere classified",,,released,2022-01-13T15:04:52.225Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0799,"engineering, manufacturing and construction not elsewhere classified",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/08,"agriculture, forestry, fisheries and veterinary",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/080,"agriculture, forestry, fisheries and veterinary not further defined",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0800,"agriculture, forestry, fisheries and veterinary not further defined",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/081,agriculture,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0810,agriculture not further defined,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0811,crop and livestock production,,,released,2021-03-16T13:50:53.105Z,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Crop and livestock production is the study of growing, maintaining and harvesting crops and pastures, and grazing and managing animals. It includes the study of managing and maintaining farms and producing unprocessed plant and animal products.
Programmes and qualifications with the following main content are classified here:
Agricultural sciences
Agronomy and crop science
Animal husbandry
Crop growing
Dog breeding
Farm and ranch management
Farming
Fruit growing
Grain growing
Horse breeding
Pig farming
Poultry husbandry
Rice farming
Rye and wheat growing
Sheep farming
Soil science
Sugar cane growing
Vegetable planting
Wine growing

=== Inclusions
Study of soil fertility and irrigation techniques are included here.
Study of growing intensively managed crops such as fruit and vegetables is included here.

=== Exclusions
Study of wine production is excluded from this detailed field and is included in detailed field 0721 'Food processing'.
Jockeying is excluded from this detailed field and is included in detailed field 1014 'Sports'",
SkillGroup,http://data.europa.eu/esco/isced-f/0812,horticulture,,,released,2021-03-12T10:30:59.29Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f","Horticulture is the study of horticultural technology and management, floriculture, greenhouse methods, nursery management, landscape gardening etc.
Programmes and qualifications with the following main content are classified here:
Floriculture
Gardening
Green keeping
Horticultural techniques
Nursery management
Turf cultivation

=== Inclusions
The laying out and construction of urban and domestic parks and gardens is included here.
Gardening programmes combining floriculture and growing vegetables are included here.

=== Exclusions
Study of growing edible crops (such as wheat, rice, fruit, vegetables etc,) is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of soil science, soil fertility and irrigation techniques is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Study of Landscape architecture is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.",
SkillGroup,http://data.europa.eu/esco/isced-f/0819,agriculture not elsewhere classified,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/082,forestry,,,released,2021-04-14T08:04:24.58Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0821,forestry,,,released,2021-04-14T08:06:48.503Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills","Forestry is the study of establishing, cultivating, harvesting and managing forests. It includes the study of hunting and trapping.
Programmes and qualifications with the following main content are classified here:
Charcoal burning
Forest keeping
Forest product techniques
Forestry
Hunting and trapping
Logging
Tree felling

=== Exclusions
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Timber technology (sawmill production etc) is excluded from this detailed field and included in detailed field 0722 'Materials (glass, paper, plastic and wood)'.",
SkillGroup,http://data.europa.eu/esco/isced-f/083,fisheries,,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0831,fisheries,,,released,2021-03-16T13:50:37.609Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills","Fisheries is the study of breeding, rearing and harvesting fish and other seafood.
Programmes and qualifications with the following main content are classified here:
Aquaculture
Fish breeding
Fish farms
Fishery science and technology
Pearl cultivating
Seafood farming
Shellfish breeding

=== Inclusions
Programmes for operating fishing boats are included here.

=== Exclusions
Study of industrial processing of fish is excluded from this detailed field and included in detailed field 0721 'Food processing'.",
SkillGroup,http://data.europa.eu/esco/isced-f/084,veterinary,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0841,veterinary,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f","Veterinary is the study of preventing, diagnosing and treating diseases and injuries in animals, and their general care. The study of caring for sick, injured and infirm animals undergoing treatment in veterinary clinics is included. It also includes the study of providing assistance to veterinary scientists.
Programmes and qualifications with the following main content are classified here:
Animal health care
Animal reproduction (science)
Artificial insemination (of animals)
Veterinary assisting
Veterinary medicine
Veterinary nursing
Veterinary science

=== Inclusions
The science of animal reproduction is included here.

=== Exclusions
Study of animal breeding is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.",
SkillGroup,http://data.europa.eu/esco/isced-f/088,"inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0888,"inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to agriculture, forestry, fisheries and veterinary are classified here.",
SkillGroup,http://data.europa.eu/esco/isced-f/089,"agriculture, forestry, fisheries and veterinary not elsewhere classified",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0899,"agriculture, forestry, fisheries and veterinary not elsewhere classified",,,released,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/09,health and welfare,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
